Sessions,Bounce Rate,Page Views,content_length,month,mobile,tablet,(direct),goog,nkedin,t.co,spain,united states
2.0,0.5,13.0,6335,11,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3511,4,1,0,0,1,0,0,0,0
1.0,1.0,1.0,4822,4,1,0,1,0,0,0,0,0
2.0,1.0,2.0,27307,8,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4550,2,0,0,0,1,0,0,0,0
1.0,1.0,1.0,7954,10,1,0,0,1,0,0,0,0
1.0,1.0,1.0,2508,3,0,0,0,0,0,0,0,0
0.0,0.0,1.0,3968,8,0,0,0,1,0,0,0,0
3.0,1.0,3.0,3968,8,0,0,0,0,1,0,1,0
0.0,0.0,1.0,1291,9,0,0,0,1,0,0,0,0
26.0,0.8462000000000001,42.0,9447,3,0,0,0,1,0,0,1,0
2.0,1.0,2.0,12373,7,1,0,0,0,0,1,0,0
1.0,1.0,1.0,5546,7,0,0,0,0,0,0,0,0
1.0,0.0,1.0,4822,4,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6532,11,0,1,0,1,0,0,0,0
3.0,1.0,3.0,4732,7,0,0,0,1,0,0,0,0
0.0,0.0,2.0,4885,2,0,0,0,0,0,0,0,0
1.0,1.0,1.0,6261,2,1,0,0,1,0,0,0,0
1.0,1.0,1.0,27307,8,0,0,0,0,0,0,0,0
2.0,1.0,2.0,21233,3,0,1,1,0,0,0,0,1
4.0,0.75,5.0,5546,7,0,0,0,1,0,0,0,0
0.0,0.0,1.0,2967,10,0,0,0,0,0,0,1,0
2.0,0.0,5.0,5943,3,0,0,0,0,1,0,1,0
0.0,0.0,1.0,1333,10,1,0,0,0,0,1,1,0
10.0,0.9,11.0,9243,4,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3799,11,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4463,2,1,0,0,0,1,0,0,0
3.0,1.0,3.0,4732,7,0,1,0,0,0,0,1,0
1.0,1.0,1.0,6335,11,1,0,0,0,0,1,0,0
1.0,1.0,1.0,4732,7,1,0,0,1,0,0,0,0
3.0,1.0,3.0,21233,3,0,0,0,1,0,0,0,0
2.0,0.0,4.0,6430,9,1,0,0,1,0,0,1,0
1.0,1.0,1.0,2508,3,1,0,0,0,0,0,1,0
17.0,0.7646999999999999,32.0,6532,11,1,0,0,1,0,0,1,0
0.0,0.0,1.0,15478,1,0,0,0,1,0,0,0,0
0.0,0.0,1.0,4872,5,0,0,0,0,0,0,0,0
0.0,0.0,1.0,9842,6,0,0,0,0,0,0,0,0
4.0,1.0,4.0,3094,5,0,0,0,1,0,0,0,0
5.0,1.0,5.0,3094,5,0,0,0,1,0,0,0,0
0.0,0.0,3.0,15966,6,0,0,0,1,0,0,0,0
1.0,0.0,2.0,9243,4,0,0,0,0,0,0,0,0
2.0,1.0,2.0,4822,4,0,0,0,1,0,0,0,0
1.0,1.0,1.0,10375,3,1,0,0,0,0,0,0,0
7.0,1.0,7.0,4936,11,1,0,1,0,0,0,1,0
0.0,0.0,2.0,2519,8,0,0,0,0,0,0,0,0
0.0,0.0,2.0,1333,10,0,0,0,0,0,0,1,0
0.0,0.0,1.0,3968,8,0,0,0,1,0,0,0,0
1.0,1.0,1.0,2514,10,1,0,0,0,1,0,0,0
0.0,0.0,1.0,1291,9,1,0,0,1,0,0,0,0
32.0,0.9062,34.0,2514,10,1,0,0,0,1,0,1,0
16.0,0.875,18.0,3094,5,0,0,0,1,0,0,0,0
1.0,1.0,1.0,1333,10,0,0,0,1,0,0,0,0
0.0,0.0,1.0,1333,10,0,0,0,1,0,0,0,0
0.0,0.0,1.0,5902,9,0,0,0,0,0,0,0,0
4.0,1.0,4.0,6995,9,1,0,0,1,0,0,0,0
1.0,1.0,1.0,4936,11,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9447,3,1,0,0,0,0,0,1,0
3.0,1.0,3.0,6335,11,1,0,0,0,1,0,0,0
0.0,0.0,1.0,3566,3,0,0,0,0,1,0,0,0
2.0,1.0,2.0,3811,7,0,0,0,0,0,0,0,0
1.0,1.0,1.0,6335,11,0,0,0,0,0,1,0,1
6.0,1.0,6.0,3744,1,0,0,0,0,1,0,1,0
6.0,0.3333,17.0,3046,1,0,0,0,1,0,0,1,0
1.0,1.0,1.0,4815,9,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9842,6,0,0,1,0,0,0,0,0
2.0,0.5,3.0,2761,2,0,0,1,0,0,0,0,0
3.0,0.6667000000000001,4.0,12373,7,0,0,0,1,0,0,0,0
0.0,0.0,1.0,12373,7,0,1,1,0,0,0,0,0
0.0,0.0,1.0,9675,2,0,0,0,0,0,0,0,1
25.0,0.88,26.0,2508,3,0,0,0,1,0,0,0,0
0.0,0.0,1.0,10681,3,0,0,0,1,0,0,0,0
0.0,0.0,1.0,15966,6,1,0,1,0,0,0,0,0
41.0,0.6341,51.0,7954,10,0,0,0,1,0,0,1,0
0.0,0.0,1.0,3566,3,0,0,0,0,0,0,0,0
1.0,1.0,1.0,12373,7,1,0,1,0,0,0,0,0
3.0,0.6667000000000001,5.0,21233,3,1,0,0,1,0,0,0,0
12.0,0.9167,13.0,2508,3,0,0,0,0,1,0,1,0
1.0,1.0,1.0,3811,7,0,0,0,0,0,0,1,0
1.0,0.0,1.0,2761,2,0,0,0,1,0,0,0,0
2.0,1.0,2.0,4010,10,0,0,0,1,0,0,0,0
0.0,0.0,2.0,3968,8,1,0,0,1,0,0,0,0
1.0,1.0,1.0,7954,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9243,4,1,0,0,0,1,0,0,1
11.0,0.9091,11.0,27307,8,1,0,1,0,0,0,0,1
4.0,1.0,4.0,3799,11,0,0,0,1,0,0,0,0
1.0,0.0,1.0,6445,6,1,0,0,0,0,1,0,0
6.0,0.8332999999999999,7.0,27307,8,0,0,0,1,0,0,0,0
4.0,0.75,5.0,12373,7,0,0,0,1,0,0,0,0
0.0,0.0,1.0,2915,1,1,0,0,0,1,0,1,0
1.0,1.0,2.0,4603,12,0,0,0,0,0,0,0,0
0.0,0.0,1.0,6995,9,0,0,0,1,0,0,0,0
2.0,0.5,2.0,8560,11,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3903,10,1,0,0,0,0,0,0,0
0.0,0.0,1.0,3779,6,0,0,0,0,1,0,1,0
75.0,0.96,81.0,3779,6,1,0,1,0,0,0,0,0
2.0,1.0,2.0,6532,11,1,0,0,0,1,0,0,1
2.0,1.0,2.0,3799,11,0,1,0,1,0,0,0,0
4.0,1.0,5.0,4815,9,0,0,0,1,0,0,0,0
3.0,0.6667000000000001,3.0,3903,10,0,0,0,1,0,0,0,0
0.0,0.0,1.0,10139,9,0,1,1,0,0,0,0,1
0.0,0.0,1.0,2967,10,0,0,0,0,0,0,1,0
1.0,1.0,1.0,5902,9,1,0,0,0,0,1,0,0
2.0,0.5,3.0,4815,9,0,0,0,1,0,0,0,0
0.0,0.0,1.0,3968,8,1,0,0,0,0,0,0,0
6.0,0.8332999999999999,6.0,14374,5,0,0,0,1,0,0,0,0
2.0,1.0,3.0,3903,10,0,0,0,0,0,0,1,0
3.0,1.0,5.0,9842,6,0,0,1,0,0,0,0,0
1.0,0.0,1.0,10139,9,0,0,0,1,0,0,0,0
1.0,1.0,1.0,2283,1,0,0,0,1,0,0,0,0
1.0,0.0,2.0,15966,6,0,0,0,1,0,0,1,0
0.0,0.0,1.0,9243,4,0,0,0,0,0,0,1,0
1.0,1.0,1.0,3799,11,0,0,0,1,0,0,0,0
7.0,0.8571,9.0,2411,11,0,0,0,1,0,0,1,0
2.0,0.5,2.0,4377,12,0,0,0,1,0,0,1,0
0.0,0.0,1.0,3052,5,0,0,0,1,0,0,0,0
5.0,1.0,6.0,15478,1,0,0,1,0,0,0,0,1
0.0,0.0,1.0,2519,8,1,0,0,0,0,0,1,0
1.0,0.0,2.0,21233,3,1,0,0,0,0,0,1,0
1.0,1.0,1.0,2338,3,0,0,0,1,0,0,0,0
0.0,0.0,1.0,4872,5,0,0,1,0,0,0,0,0
1.0,1.0,1.0,5943,3,0,0,0,0,0,1,0,0
9.0,0.6667000000000001,12.0,4732,7,0,0,0,0,0,0,0,0
11.0,0.8181999999999999,12.0,4822,4,0,0,0,0,0,0,1,0
6.0,0.3333,10.0,7589,8,0,0,0,0,0,0,1,0
0.0,0.0,1.0,1291,9,0,0,0,0,1,0,0,0
0.0,0.0,1.0,2519,8,1,0,0,1,0,0,0,0
0.0,0.0,3.0,3046,1,1,0,0,0,0,0,0,0
0.0,0.0,1.0,3744,1,0,0,0,0,0,0,0,0
2.0,1.0,2.0,5234,10,1,0,0,0,1,0,1,0
0.0,0.0,3.0,9190,4,0,0,0,0,0,1,1,0
1.0,0.0,2.0,4815,9,0,0,0,0,0,0,0,0
2.0,0.5,2.0,4936,11,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4326,10,0,0,0,1,0,0,0,0
6.0,0.6667000000000001,22.0,5078,7,0,0,0,1,0,0,1,0
3.0,1.0,3.0,4936,11,0,0,0,0,0,0,0,0
60.0,0.8,88.0,4936,11,0,0,0,1,0,0,1,0
1.0,1.0,1.0,2514,10,1,0,1,0,0,0,0,0
1.0,1.0,1.0,4603,12,0,1,1,0,0,0,0,0
13.0,0.9231,13.0,21233,3,1,0,0,1,0,0,1,0
1.0,0.0,2.0,4463,2,1,0,0,0,0,0,1,0
0.0,0.0,1.0,3744,1,0,0,1,0,0,0,0,0
0.0,0.0,2.0,1291,9,0,0,0,0,0,0,1,0
0.0,0.0,2.0,12373,7,0,0,0,0,0,1,0,0
8.0,0.875,9.0,9243,4,0,0,0,1,0,0,0,0
0.0,0.0,1.0,2761,2,0,0,0,1,0,0,0,0
1.0,1.0,1.0,12373,7,1,0,0,0,0,1,0,0
1.0,1.0,1.0,2411,11,0,0,0,1,0,0,0,0
1.0,0.0,1.0,10139,9,1,0,0,0,0,0,1,0
0.0,0.0,1.0,4463,2,0,0,0,0,0,0,1,0
0.0,0.0,3.0,5902,9,0,0,0,0,0,0,1,0
0.0,0.0,1.0,3968,8,0,0,0,0,0,0,1,0
1.0,1.0,1.0,3862,5,1,0,0,1,0,0,0,0
4.0,1.0,4.0,21233,3,0,0,0,1,0,0,0,0
0.0,0.0,1.0,6981,3,0,0,0,1,0,0,0,0
8.0,1.0,8.0,6532,11,0,0,1,0,0,0,0,0
21.0,0.8571,29.0,4463,2,1,0,0,0,0,1,1,0
1.0,1.0,2.0,10705,12,0,0,0,0,0,1,1,0
1.0,1.0,1.0,4872,5,1,0,0,1,0,0,0,1
1.0,1.0,1.0,10575,3,1,0,1,0,0,0,1,0
1.0,1.0,1.0,3372,9,0,0,0,1,0,0,0,0
0.0,0.0,1.0,5581,5,1,0,1,0,0,0,0,0
8.0,0.875,8.0,3799,11,0,0,0,1,0,0,0,0
12.0,0.9167,13.0,6537,9,0,0,0,0,1,0,1,0
2.0,1.0,2.0,21233,3,0,0,1,0,0,0,0,0
3.0,1.0,10.0,5943,3,1,0,0,1,0,0,1,0
1.0,1.0,1.0,2967,10,0,0,0,1,0,0,0,0
4.0,1.0,4.0,4603,12,0,0,1,0,0,0,0,0
6.0,1.0,6.0,12373,7,1,0,0,1,0,0,0,0
1.0,1.0,1.0,6261,2,1,0,1,0,0,0,0,0
1.0,1.0,1.0,6981,3,0,1,0,0,0,1,0,1
1.0,1.0,1.0,2967,10,1,0,1,0,0,0,0,0
1.0,1.0,1.0,4732,7,0,0,0,0,0,0,0,0
1.0,0.0,1.0,3566,3,0,0,1,0,0,0,0,0
1.0,0.0,3.0,4822,4,0,0,0,1,0,0,0,0
1.0,1.0,1.0,7954,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,8560,11,0,0,0,1,0,0,0,0
2.0,0.5,4.0,4377,12,0,0,0,1,0,0,0,0
1.0,0.0,2.0,1813,4,0,0,0,1,0,0,0,0
1.0,1.0,1.0,2508,3,0,0,1,0,0,0,0,0
1.0,1.0,1.0,6430,9,0,0,0,1,0,0,0,0
1.0,0.0,2.0,1183,6,1,0,1,0,0,0,0,0
1.0,1.0,3.0,4603,12,1,0,0,0,0,0,0,0
2.0,1.0,2.0,2514,10,0,0,1,0,0,0,0,0
1.0,1.0,1.0,4463,2,0,0,0,0,1,0,0,0
1.0,1.0,1.0,9842,6,0,0,0,1,0,0,0,0
6.0,0.5,7.0,1813,4,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4658,12,0,0,0,1,0,0,0,0
9.0,0.7778,9.0,3811,7,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6335,11,0,0,0,0,1,0,0,0
1.0,1.0,1.0,3046,1,0,0,0,0,0,0,0,0
4.0,0.75,4.0,6261,2,1,0,0,1,0,0,0,0
1.0,0.0,1.0,2519,8,0,0,0,0,0,0,0,0
1.0,1.0,1.0,2915,1,0,0,1,0,0,0,0,0
12.0,1.0,15.0,12373,7,0,0,0,1,0,0,0,0
1.0,1.0,1.0,7393,9,0,0,0,1,0,0,0,0
0.0,0.0,1.0,10575,3,0,0,0,0,1,0,0,0
0.0,0.0,1.0,10375,3,0,0,0,0,0,0,0,1
0.0,0.0,1.0,966,3,1,0,0,1,0,0,0,0
0.0,0.0,1.0,3919,7,0,0,1,0,0,0,0,0
1.0,1.0,2.0,1333,10,0,0,0,1,0,0,0,0
1.0,1.0,2.0,4010,10,0,0,0,1,0,0,0,0
2.0,1.0,11.0,10575,3,0,0,0,1,0,0,1,0
1.0,1.0,1.0,3799,11,1,0,0,1,0,0,0,0
0.0,0.0,1.0,5902,9,0,0,1,0,0,0,0,0
1.0,1.0,1.0,5943,3,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3903,10,0,0,0,1,0,0,0,0
1.0,1.0,2.0,2519,8,0,0,0,1,0,0,0,0
0.0,0.0,1.0,3968,8,0,0,0,0,0,0,1,0
57.0,0.8946999999999999,65.0,6995,9,0,0,0,1,0,0,1,0
0.0,0.0,1.0,1333,10,0,0,1,0,0,0,0,0
1.0,1.0,3.0,2519,8,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4326,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,7589,8,0,0,0,1,0,0,0,0
2.0,0.0,11.0,3779,6,0,0,0,1,0,0,1,0
0.0,0.0,1.0,3655,7,0,0,0,0,0,0,0,1
1.0,1.0,1.0,6532,11,1,0,0,0,0,1,0,0
0.0,0.0,2.0,4326,10,0,0,0,0,0,0,0,0
2.0,1.0,2.0,3094,5,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9243,4,1,0,1,0,0,0,1,0
0.0,0.0,1.0,5876,3,0,0,0,0,0,0,0,1
1.0,1.0,1.0,4010,10,0,1,0,1,0,0,0,0
3.0,1.0,3.0,3799,11,0,0,0,1,0,0,0,0
1.0,1.0,1.0,16459,9,0,0,0,1,0,0,0,0
3.0,0.6667000000000001,3.0,3903,10,0,0,0,1,0,0,0,0
0.0,0.0,1.0,5078,7,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3779,6,1,0,0,1,0,0,0,0
0.0,0.0,1.0,2519,8,0,0,0,0,0,0,0,0
2.0,1.0,2.0,4822,4,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9842,6,1,0,0,0,0,1,0,0
1.0,1.0,1.0,2967,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4732,7,1,0,0,1,0,0,0,0
1.0,1.0,1.0,3094,5,0,0,0,1,0,0,0,0
2.0,1.0,3.0,9447,3,1,0,0,0,0,1,0,1
0.0,0.0,2.0,6537,9,0,0,0,1,0,0,0,0
2.0,1.0,2.0,3046,1,1,0,1,0,0,0,0,0
65.0,0.9846,66.0,3046,1,0,0,0,0,0,0,0,0
1.0,1.0,1.0,9842,6,1,0,1,0,0,0,0,0
28.0,0.8571,33.0,4822,4,0,0,0,0,1,0,1,0
1.0,1.0,1.0,7954,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3811,7,0,0,0,1,0,0,0,0
3.0,0.6667000000000001,4.0,1183,6,1,0,1,0,0,0,0,1
1.0,0.0,1.0,3052,5,0,0,0,1,0,0,1,0
2.0,1.0,2.0,21233,3,0,0,0,1,0,0,0,0
25.0,0.84,31.0,2508,3,1,0,0,1,0,0,1,0
2.0,0.5,10.0,6335,11,0,0,0,0,0,1,1,0
1.0,1.0,1.0,3968,8,0,0,0,0,0,0,0,1
1.0,1.0,1.0,4872,5,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3470,10,0,0,1,0,0,0,0,0
2.0,0.5,3.0,3470,10,1,0,0,1,0,0,1,0
2.0,1.0,5.0,5943,3,0,0,1,0,0,0,1,0
3.0,1.0,3.0,3470,10,0,0,0,1,0,0,0,0
0.0,0.0,1.0,5902,9,0,0,0,1,0,0,0,0
0.0,0.0,2.0,6981,3,0,0,0,0,0,0,1,0
1.0,1.0,1.0,21233,3,1,0,1,0,0,0,0,0
1.0,0.0,2.0,1333,10,0,1,1,0,0,0,1,0
1.0,1.0,2.0,3968,8,0,0,0,1,0,0,0,0
1.0,1.0,1.0,27307,8,1,0,0,1,0,0,0,0
14.0,1.0,14.0,5546,7,0,0,1,0,0,0,0,0
2.0,1.0,2.0,3811,7,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6532,11,0,0,0,0,0,1,0,1
1.0,1.0,1.0,6335,11,1,0,0,0,1,0,0,0
0.0,0.0,1.0,5234,10,0,0,0,1,0,0,0,0
0.0,0.0,1.0,4463,2,0,0,1,0,0,0,0,0
4.0,0.5,4.0,10375,3,0,0,1,0,0,0,0,0
1.0,1.0,1.0,5943,3,1,0,1,0,0,0,0,0
1.0,1.0,1.0,5943,3,1,0,1,0,0,0,1,0
1.0,1.0,1.0,3799,11,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4658,12,0,0,0,1,0,0,0,0
0.0,0.0,1.0,4603,12,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6532,11,0,0,0,0,0,0,0,0
1.0,1.0,2.0,5078,7,0,0,0,1,0,0,1,0
0.0,0.0,2.0,4603,12,0,0,0,1,0,0,0,0
0.0,0.0,1.0,7007,12,0,0,0,0,0,0,1,0
2.0,1.0,12.0,2338,3,0,0,0,1,0,0,1,0
12.0,1.0,12.0,3799,11,0,0,0,1,0,0,0,0
1.0,1.0,1.0,14374,5,0,0,0,1,0,0,0,0
1.0,0.0,1.0,21233,3,0,0,1,0,0,0,0,0
0.0,0.0,1.0,6981,3,0,1,0,0,0,0,1,0
1.0,1.0,1.0,21233,3,0,0,0,0,0,0,1,0
2.0,1.0,2.0,21233,3,0,0,0,0,0,0,0,0
1.0,1.0,1.0,12373,7,0,0,0,1,0,0,0,0
7.0,0.2857,9.0,4872,5,0,0,1,0,0,0,1,0
3.0,0.6667000000000001,4.0,3903,10,0,0,0,1,0,0,0,0
2.0,1.0,2.0,6335,11,0,0,0,1,0,0,0,0
0.0,0.0,1.0,12373,7,0,0,0,0,0,0,1,0
1.0,1.0,1.0,1676,12,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9307,5,1,0,1,0,0,0,0,0
1.0,1.0,1.0,1183,4,1,0,0,1,0,0,0,0
2.0,1.0,2.0,4815,9,0,0,0,1,0,0,0,0
0.0,0.0,3.0,12373,7,1,0,0,1,0,0,0,0
0.0,0.0,1.0,9307,5,0,0,0,1,0,0,0,0
1.0,1.0,1.0,7954,10,0,1,0,1,0,0,0,0
2.0,0.0,2.0,10139,9,0,0,0,0,0,0,0,0
10.0,0.7,13.0,5056,6,0,0,0,1,0,0,0,0
1.0,0.0,2.0,3372,9,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4377,12,1,0,1,0,0,0,0,0
0.0,0.0,1.0,5902,9,0,0,0,0,1,0,0,0
1.0,1.0,1.0,9842,6,1,0,1,0,0,0,0,0
1.0,0.0,1.0,6995,9,1,0,0,1,0,0,0,0
0.0,0.0,1.0,1813,4,0,0,0,0,0,0,0,1
0.0,0.0,1.0,4822,4,0,0,0,0,0,0,0,0
0.0,0.0,4.0,5234,10,0,0,0,1,0,0,0,0
2.0,1.0,2.0,3862,5,0,0,0,1,0,0,0,0
1.0,1.0,1.0,5581,5,0,0,0,0,0,0,0,0
1.0,1.0,1.0,27307,8,0,0,1,0,0,0,0,0
1.0,1.0,1.0,10705,12,1,0,0,0,0,1,0,0
5.0,1.0,6.0,9243,4,0,0,0,1,0,0,0,0
0.0,0.0,1.0,5090,2,0,0,0,0,1,0,0,1
19.0,0.8421,25.0,6537,9,0,0,0,0,0,1,1,0
2.0,1.0,2.0,11303,1,0,0,0,1,0,0,0,1
0.0,0.0,1.0,10375,3,0,1,0,1,0,0,0,0
2.0,1.0,2.0,21233,3,0,0,0,1,0,0,0,0
0.0,0.0,1.0,3779,6,0,0,0,0,0,0,1,0
4.0,0.75,6.0,4463,2,0,0,0,1,0,0,0,0
25.0,0.88,40.0,2514,10,0,0,1,0,0,0,1,0
0.0,0.0,3.0,6335,11,0,1,1,0,0,0,1,0
14.0,0.7857,15.0,3046,1,0,0,0,1,0,0,0,1
14.0,0.9286,28.0,4463,2,0,0,1,0,0,0,1,0
1.0,1.0,1.0,5349,3,0,0,0,1,0,0,0,0
0.0,0.0,4.0,2519,8,0,0,0,0,0,0,0,0
1.0,1.0,1.0,27307,8,0,0,0,0,0,0,0,0
1.0,1.0,3.0,3968,8,1,0,0,1,0,0,1,0
3.0,1.0,3.0,2508,3,0,0,0,0,0,0,0,0
1.0,1.0,2.0,3968,8,1,0,0,1,0,0,0,0
1.0,1.0,1.0,4732,7,0,0,0,1,0,0,0,0
0.0,0.0,1.0,2761,2,0,0,0,0,0,0,0,0
1.0,0.0,1.0,2519,8,0,0,0,0,0,0,0,0
1.0,1.0,1.0,12373,7,0,0,1,0,0,0,0,0
1.0,1.0,1.0,4377,12,1,0,0,0,1,0,0,0
0.0,0.0,1.0,6537,9,0,0,0,0,0,0,0,0
1.0,1.0,1.0,3744,1,0,0,0,1,0,0,0,0
2.0,1.0,2.0,2508,3,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3094,5,0,0,0,0,0,0,0,0
5.0,0.8,6.0,12373,7,1,0,0,1,0,0,0,0
0.0,0.0,1.0,6335,11,0,0,0,0,0,0,0,0
1.0,1.0,1.0,9243,4,1,0,0,1,0,0,0,0
3.0,0.6667000000000001,4.0,12373,7,0,0,0,1,0,0,0,0
1.0,1.0,2.0,3372,9,0,0,1,0,0,0,0,0
1.0,1.0,3.0,3655,7,0,0,0,1,0,0,0,0
1.0,1.0,1.0,10139,9,1,0,0,1,0,0,0,0
1.0,0.0,2.0,21233,3,0,0,0,0,0,0,1,0
0.0,0.0,2.0,3566,3,0,0,0,0,0,0,1,0
3.0,0.6667000000000001,3.0,9243,4,1,0,0,1,0,0,0,0
1.0,1.0,1.0,3799,11,0,0,0,0,0,0,0,0
0.0,0.0,2.0,3566,3,0,0,0,1,0,0,0,0
7.0,1.0,8.0,6335,11,0,0,1,0,0,0,0,0
0.0,0.0,1.0,1333,10,0,0,0,0,0,0,1,0
1.0,1.0,1.0,3811,7,0,0,0,0,0,0,0,0
2.0,1.0,2.0,10375,3,0,0,0,0,0,0,0,0
4.0,1.0,4.0,7393,9,0,0,0,1,0,0,0,1
1.0,1.0,1.0,3862,5,1,0,0,1,0,0,0,0
1.0,1.0,1.0,3372,9,1,0,0,0,0,0,0,0
0.0,0.0,2.0,2967,10,0,0,0,1,0,0,0,0
0.0,0.0,1.0,6981,3,0,0,0,1,0,0,0,0
2.0,1.0,2.0,9842,6,0,0,1,0,0,0,0,0
1.0,1.0,1.0,5902,9,0,0,1,0,0,0,0,0
0.0,0.0,1.0,2967,10,0,0,1,0,0,0,0,0
0.0,0.0,2.0,3477,1,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9842,6,0,1,1,0,0,0,0,0
2.0,1.0,11.0,8560,11,1,0,0,1,0,0,1,0
4.0,0.5,5.0,6335,11,0,0,0,0,1,0,0,1
2.0,1.0,2.0,7007,12,0,0,0,1,0,0,0,0
3.0,1.0,3.0,14374,5,0,0,0,1,0,0,0,0
16.0,0.25,19.0,1183,6,0,0,0,0,1,0,1,0
1.0,1.0,1.0,6532,11,0,1,0,1,0,0,0,0
1.0,1.0,1.0,6981,3,1,0,0,0,0,1,0,0
1.0,0.0,2.0,3046,1,1,0,0,1,0,0,0,0
0.0,0.0,1.0,686,12,1,0,0,1,0,0,0,0
10.0,1.0,10.0,10375,3,1,0,1,0,0,0,0,0
4.0,1.0,4.0,1676,12,0,0,0,1,0,0,0,0
1.0,1.0,1.0,27307,8,0,0,0,1,0,0,0,0
0.0,0.0,1.0,6537,9,1,0,0,1,0,0,0,0
4.0,1.0,7.0,4936,11,0,0,1,0,0,0,1,0
7.0,1.0,9.0,10681,3,0,0,0,1,0,0,0,1
1.0,1.0,1.0,6335,11,1,0,1,0,0,0,0,0
8.0,0.5,19.0,5056,6,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4936,11,0,1,0,1,0,0,0,0
0.0,0.0,2.0,5234,10,0,0,0,0,0,1,0,0
1.0,1.0,1.0,686,12,0,0,0,1,0,0,0,0
0.0,0.0,1.0,5234,10,0,0,0,1,0,0,0,0
1.0,1.0,2.0,2508,3,0,0,0,1,0,0,0,0
0.0,0.0,1.0,1333,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4603,12,0,0,0,1,0,0,0,0
7.0,1.0,7.0,2761,2,1,0,1,0,0,0,0,0
0.0,0.0,1.0,6335,11,0,0,0,0,0,0,0,0
1.0,1.0,1.0,3470,10,1,0,0,1,0,0,0,0
1.0,1.0,2.0,3811,7,0,0,0,1,0,0,0,0
1.0,0.0,7.0,3968,8,0,0,0,1,0,0,0,1
0.0,0.0,1.0,5943,3,1,0,0,1,0,0,0,0
1.0,0.0,1.0,1183,6,1,0,1,0,0,0,0,0
1.0,0.0,1.0,27307,8,0,0,1,0,0,0,0,0
2.0,0.5,3.0,6445,6,1,0,0,1,0,0,0,1
0.0,0.0,1.0,2519,8,0,0,1,0,0,0,0,0
1.0,1.0,1.0,9307,5,1,0,0,0,0,0,1,0
0.0,0.0,1.0,1183,6,0,0,0,0,0,0,0,1
1.0,1.0,1.0,4872,5,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3477,1,1,0,0,0,0,0,1,0
5.0,1.0,11.0,14374,5,0,0,0,1,0,0,1,0
1.0,1.0,1.0,1333,10,1,0,0,0,1,0,0,0
1.0,1.0,1.0,4603,12,0,0,0,1,0,0,0,0
1.0,1.0,1.0,10681,3,0,0,0,1,0,0,0,0
1.0,0.0,3.0,11303,1,1,0,0,1,0,0,0,0
0.0,0.0,1.0,6325,12,0,0,1,0,0,0,0,0
1.0,1.0,2.0,11303,1,0,0,0,0,0,1,0,0
3.0,1.0,3.0,3046,1,0,0,0,1,0,0,0,0
18.0,0.8332999999999999,25.0,4822,4,1,0,1,0,0,0,1,0
1.0,1.0,1.0,1291,9,0,0,0,0,0,1,0,0
1.0,1.0,1.0,6537,9,0,0,0,1,0,0,0,0
1.0,1.0,1.0,2761,2,0,0,0,0,0,1,0,1
1.0,1.0,1.0,8560,11,0,0,0,1,0,0,0,0
0.0,0.0,1.0,2519,8,0,0,0,1,0,0,0,0
2.0,0.5,3.0,10139,9,0,0,0,0,0,0,0,1
0.0,0.0,1.0,6532,11,0,0,0,0,0,0,0,0
0.0,0.0,1.0,6981,3,0,0,1,0,0,0,0,0
2.0,1.0,5.0,2514,10,0,0,0,1,0,0,0,1
7.0,0.8571,8.0,3566,3,1,0,0,0,1,0,1,0
1.0,1.0,1.0,3903,10,0,0,0,1,0,0,0,0
2.0,1.0,2.0,3470,10,0,1,0,1,0,0,1,0
4.0,1.0,4.0,9307,5,1,0,1,0,0,0,1,0
