Sessions,Bounce Rate,Page Views,content_length,month,mobile,tablet,(direct),goog,nkedin,t.co,spain,united states,log_Avg_Time_Page
1.0,0.0,2.0,2761,2,0,1,0,0,1,0,1,0,4.51085950651685
1.0,1.0,1.0,4010,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4603,12,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,3862,5,0,1,0,0,0,0,0,1,2.302585092994046
0.0,0.0,1.0,3655,7,0,0,0,0,0,1,1,0,2.995732273553991
0.0,0.0,1.0,7007,12,1,0,0,1,0,0,0,0,6.336825731146441
1.0,1.0,1.0,12373,7,1,0,1,0,0,0,0,1,2.302585092994046
9.0,0.8889,38.0,9447,3,0,0,0,1,0,0,1,0,5.389071729816501
2.0,1.0,12.0,4885,2,0,0,1,0,0,0,1,0,4.653960350157523
4.0,1.0,4.0,2514,10,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3094,5,0,0,0,1,0,0,0,0,2.302585092994046
4.0,0.5,5.0,4010,10,0,0,1,0,0,0,1,0,4.276666119016055
1.0,1.0,1.0,3477,1,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,7589,8,0,1,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,14374,5,0,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,5234,10,0,0,0,1,0,0,0,0,6.616065185132817
1.0,1.0,1.0,4732,7,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,6537,9,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,2.0,4377,12,0,0,1,0,0,0,0,0,2.302585092994046
2.0,1.0,5.0,4936,11,0,0,0,0,0,0,1,0,2.302585092994046
7.0,0.7143,11.0,6981,3,1,0,1,0,0,0,1,0,4.477336814478207
2.0,1.0,2.0,6532,11,0,1,0,1,0,0,1,0,2.302585092994046
2.0,1.0,2.0,1333,10,1,0,0,0,1,0,1,0,2.302585092994046
0.0,0.0,1.0,5943,3,0,0,0,0,0,0,1,0,2.5649493574615367
1.0,1.0,1.0,6995,9,1,0,1,0,0,0,0,0,2.302585092994046
1.0,0.0,2.0,2508,3,1,0,1,0,0,0,0,0,4.634728988229636
1.0,1.0,1.0,6532,11,1,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,27307,8,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,2.0,6445,6,1,0,0,0,0,1,1,0,2.302585092994046
0.0,0.0,3.0,2519,8,0,0,1,0,0,0,0,0,3.044522437723423
0.0,0.0,1.0,6532,11,0,0,0,0,0,0,0,0,2.302585092994046
1.0,0.0,2.0,2514,10,0,0,0,0,1,0,0,0,3.7376696182833684
0.0,0.0,1.0,1333,10,0,0,0,1,0,0,1,0,2.302585092994046
0.0,0.0,1.0,9447,3,0,0,1,0,0,0,0,0,2.302585092994046
3.0,0.6667000000000001,4.0,3903,10,1,0,0,1,0,0,0,1,2.8903717578961645
2.0,0.5,2.0,3862,5,1,0,0,1,0,0,0,0,4.736198448394496
1.0,1.0,1.0,5943,3,0,0,1,0,0,0,0,0,2.302585092994046
3.0,1.0,3.0,5234,10,1,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,6995,9,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2411,11,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,4463,2,0,0,0,0,0,0,0,0,6.045005314036012
1.0,1.0,1.0,14374,5,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3046,1,0,1,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,15478,1,0,0,0,0,1,0,0,0,2.3978952727983707
1.0,1.0,1.0,12373,7,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3968,8,0,0,0,1,0,0,0,0,3.9512437185814275
1.0,1.0,1.0,3862,5,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,5581,5,1,0,0,0,0,0,1,0,2.302585092994046
5.0,0.8,6.0,21233,3,1,0,0,1,0,0,0,0,7.065613363597717
1.0,1.0,1.0,9447,3,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,10705,12,1,0,0,0,1,0,0,0,2.302585092994046
2.0,0.5,4.0,5056,6,0,1,0,1,0,0,0,0,4.04305126783455
0.0,0.0,1.0,5234,10,1,0,0,0,0,0,0,0,2.302585092994046
7.0,0.5714,7.0,2761,2,0,0,0,1,0,0,0,0,4.174387269895637
1.0,1.0,1.0,2967,10,0,0,0,0,0,1,0,1,2.302585092994046
0.0,0.0,1.0,3779,6,0,0,0,0,0,0,1,0,4.02535169073515
1.0,1.0,1.0,2761,2,0,0,1,0,0,0,0,0,2.302585092994046
6.0,0.6667000000000001,68.0,2514,10,0,0,0,1,0,0,1,0,4.941642422609304
1.0,1.0,1.0,4815,9,0,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,3.0,2519,8,0,0,1,0,0,0,0,0,3.7376696182833684
2.0,1.0,3.0,12373,7,1,0,0,0,0,1,0,0,4.6443908991413725
0.0,0.0,1.0,2519,8,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3094,5,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,6261,2,0,1,0,1,0,0,1,0,2.302585092994046
0.0,0.0,1.0,9675,2,0,0,0,0,0,0,0,0,5.37989735354046
0.0,0.0,1.0,7589,8,0,0,1,0,0,0,0,0,2.4849066497880004
2.0,1.0,3.0,15478,1,1,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,4732,7,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,1.0,4732,7,1,0,0,1,0,0,0,0,3.4965075614664802
5.0,0.6,5.0,3811,7,0,0,0,1,0,0,0,0,5.272999558563747
1.0,1.0,1.0,3046,1,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,6537,9,1,0,0,0,0,1,0,0,2.302585092994046
0.0,0.0,1.0,5902,9,1,0,0,1,0,0,0,0,3.828641396489095
1.0,1.0,1.0,3862,5,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4326,10,0,1,0,1,0,0,0,0,2.302585092994046
1.0,0.0,2.0,9243,4,0,0,0,1,0,0,0,0,6.9985096422506015
2.0,1.0,2.0,15478,1,1,0,0,1,0,0,0,1,2.302585092994046
1.0,1.0,1.0,3919,7,0,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,3094,5,0,0,0,0,0,0,0,0,2.302585092994046
2.0,0.5,3.0,12373,7,1,0,1,0,0,0,0,0,7.07326971745971
1.0,1.0,2.0,9243,4,0,0,0,1,0,0,0,0,4.663439094112067
1.0,1.0,1.0,3799,11,0,0,0,0,0,0,0,0,2.302585092994046
3.0,0.6667000000000001,5.0,5943,3,0,0,0,0,0,0,1,0,5.429345628954441
1.0,1.0,1.0,2636,12,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,966,3,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,1813,4,0,0,0,0,0,0,1,0,3.044522437723423
0.0,0.0,1.0,3566,3,0,0,0,1,0,0,0,0,4.74493212836325
0.0,0.0,2.0,4885,2,0,0,0,1,0,0,0,0,4.9344739331306915
1.0,1.0,2.0,5234,10,1,0,1,0,0,0,1,0,3.1354942159291497
5.0,1.0,5.0,8560,11,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,9842,6,0,1,1,0,0,0,1,0,3.828641396489095
1.0,1.0,2.0,427,11,1,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,2.0,2519,8,0,0,1,0,0,0,0,0,2.302585092994046
3.0,1.0,3.0,12373,7,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,12373,7,0,0,0,0,0,1,0,0,2.302585092994046
3.0,0.6667000000000001,4.0,15966,6,0,0,1,0,0,0,1,0,5.846438775057725
1.0,1.0,1.0,15478,1,0,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,12373,7,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,6.0,5078,7,0,0,0,1,0,0,0,0,6.4457198193855785
1.0,0.0,1.0,4603,12,0,0,1,0,0,0,0,1,2.302585092994046
1.0,1.0,5.0,2519,8,0,0,0,1,0,0,0,0,4.919980925828125
1.0,1.0,1.0,3094,5,0,0,0,1,0,0,0,0,2.302585092994046
4.0,0.75,4.0,9190,4,0,0,1,0,0,0,0,1,5.0689042022202315
1.0,1.0,2.0,9842,6,1,0,0,1,0,0,1,0,2.302585092994046
1.0,1.0,1.0,3655,7,0,0,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,3372,9,0,1,0,0,0,1,1,0,2.302585092994046
0.0,0.0,1.0,12373,7,1,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,1676,12,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,2761,2,0,0,0,0,0,0,0,0,6.807934943699926
1.0,1.0,1.0,21233,3,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3862,5,0,0,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,3811,7,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3799,11,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,966,3,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4377,12,0,0,1,0,0,0,0,0,3.5553480614894135
1.0,1.0,1.0,2338,3,1,0,1,0,0,0,0,0,2.302585092994046
6.0,0.5,9.0,6335,11,0,0,0,0,0,1,0,0,6.610696044717759
1.0,1.0,2.0,3968,8,0,0,0,1,0,0,0,0,3.4657359027997265
1.0,0.0,1.0,4603,12,0,0,0,0,0,0,1,0,2.833213344056216
0.0,0.0,1.0,6325,12,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,9675,2,0,0,0,0,0,0,1,0,7.050989447068045
1.0,1.0,1.0,27307,8,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,1.0,3919,7,0,0,0,1,0,0,0,0,2.3978952727983707
1.0,1.0,1.0,4377,12,1,0,1,0,0,0,0,0,2.302585092994046
1.0,0.0,2.0,10139,9,0,0,0,1,0,0,0,0,3.367295829986474
1.0,1.0,4.0,1333,10,0,0,0,0,0,0,1,0,4.6443908991413725
1.0,1.0,1.0,4463,2,1,0,0,1,0,0,0,0,2.302585092994046
34.0,0.5882000000000001,55.0,4822,4,0,0,0,1,0,0,1,0,4.804021044733257
4.0,1.0,4.0,5902,9,0,0,1,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,3799,11,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,11303,1,0,0,1,0,0,0,0,0,2.302585092994046
6.0,0.6667000000000001,7.0,3372,9,1,0,0,1,0,0,1,0,4.5217885770490405
1.0,0.0,2.0,4603,12,0,0,0,1,0,0,0,0,7.224753405767971
1.0,1.0,1.0,27307,8,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,5056,6,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3372,9,0,1,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,5581,5,0,0,0,0,0,0,0,0,5.262690188904886
5.0,0.6,9.0,5078,7,1,0,1,0,0,0,1,0,3.332204510175204
0.0,0.0,1.0,15966,6,0,0,0,1,0,0,0,0,4.663439094112067
1.0,0.0,1.0,5078,7,0,0,1,0,0,0,0,0,4.31748811353631
0.0,0.0,2.0,6335,11,0,0,0,1,0,0,0,0,2.8903717578961645
0.0,0.0,1.0,2519,8,1,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4377,12,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4463,2,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,427,11,0,0,0,0,0,0,0,0,6.003887067106539
1.0,1.0,1.0,12373,7,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,966,3,0,0,0,0,0,0,0,0,2.302585092994046
25.0,0.88,27.0,12373,7,0,0,0,1,0,0,0,1,6.710523109452428
0.0,0.0,3.0,686,12,0,0,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,4010,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,1.0,2519,8,0,0,0,0,0,0,1,0,3.091042453358316
0.0,0.0,1.0,6981,3,1,0,0,1,0,0,0,0,4.48863636973214
7.0,0.7143,14.0,9447,3,1,0,0,1,0,0,1,0,5.4680601411351315
1.0,1.0,1.0,427,11,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,3566,3,1,0,1,0,0,0,0,0,2.302585092994046
7.0,0.5714,13.0,1291,9,0,0,1,0,0,0,1,0,3.9318256327243257
0.0,0.0,3.0,2967,10,0,0,0,1,0,0,0,0,2.70805020110221
1.0,1.0,1.0,2761,2,0,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,4.0,2761,2,0,0,0,1,0,0,0,0,5.247024072160486
1.0,1.0,1.0,2761,2,0,1,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2636,12,0,0,0,1,0,0,0,1,2.302585092994046
1.0,1.0,1.0,4822,4,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,16459,9,0,0,0,0,0,1,0,0,2.4849066497880004
1.0,1.0,1.0,3862,5,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,2761,2,0,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,4658,12,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3046,1,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2761,2,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3968,8,0,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,7954,10,0,0,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,5078,7,0,1,1,0,0,0,1,0,2.302585092994046
3.0,1.0,3.0,9243,4,0,0,0,1,0,0,0,0,2.302585092994046
2.0,0.5,2.0,1333,10,1,0,1,0,0,0,0,1,5.308267697401205
0.0,0.0,2.0,5090,2,0,0,0,1,0,0,1,0,7.224753405767971
1.0,0.0,1.0,12373,7,0,0,0,1,0,0,0,0,4.564348191467836
3.0,1.0,3.0,3470,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,2.0,12373,7,0,0,1,0,0,0,0,0,5.442417710521793
1.0,0.0,1.0,2338,3,0,0,0,0,1,0,0,0,3.295836866004329
0.0,0.0,1.0,2519,8,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,5943,3,0,0,0,0,0,0,0,0,2.302585092994046
20.0,0.95,21.0,3094,5,0,0,0,1,0,0,0,0,3.1354942159291497
2.0,0.5,3.0,2514,10,1,0,0,0,0,0,1,0,3.912023005428146
11.0,0.4545,13.0,1813,4,0,0,0,0,1,0,1,0,5.170483995038151
0.0,0.0,1.0,4603,12,1,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3968,8,0,0,0,1,0,0,0,0,3.58351893845611
3.0,0.6667000000000001,3.0,3903,10,1,0,1,0,0,0,1,0,4.189654742026425
1.0,1.0,1.0,6532,11,0,0,0,0,1,0,0,0,2.302585092994046
0.0,0.0,2.0,6532,11,0,0,0,1,0,0,1,0,2.302585092994046
1.0,1.0,3.0,6335,11,0,0,0,1,0,0,0,0,3.1780538303479458
1.0,1.0,1.0,4603,12,1,0,1,0,0,0,0,0,2.302585092994046
2.0,0.0,10.0,10375,3,0,0,0,0,1,0,1,0,5.568344503761097
0.0,0.0,1.0,5943,3,0,0,0,0,0,1,0,0,2.302585092994046
2.0,0.5,2.0,3744,1,0,0,1,0,0,0,0,0,4.762173934797756
0.0,0.0,1.0,2508,3,0,0,0,0,0,0,0,0,3.1780538303479458
1.0,1.0,1.0,2508,3,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,10139,9,0,0,0,0,0,0,0,0,2.302585092994046
3.0,1.0,3.0,3094,5,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,1.0,2411,11,0,0,0,1,0,0,0,1,5.820082930352362
0.0,0.0,1.0,2967,10,0,0,1,0,0,0,0,0,4.912654885736052
1.0,1.0,1.0,15966,6,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,2761,2,0,0,0,1,0,0,0,0,2.8903717578961645
1.0,0.0,1.0,21233,3,0,0,0,0,0,0,0,0,4.02535169073515
1.0,1.0,1.0,3903,10,0,0,0,1,0,0,0,0,2.302585092994046
3.0,1.0,3.0,3799,11,0,0,0,1,0,0,0,0,2.302585092994046
3.0,1.0,4.0,3919,7,0,0,0,1,0,0,0,1,3.5553480614894135
8.0,0.875,8.0,3811,7,0,0,0,1,0,0,0,0,5.262690188904886
0.0,0.0,3.0,4010,10,0,0,1,0,0,0,1,0,4.189654742026425
2.0,1.0,2.0,15966,6,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,7954,10,0,0,0,1,0,0,0,0,2.302585092994046
2.0,0.0,4.0,2761,2,0,0,0,1,0,0,0,0,5.332718793265369
0.0,0.0,1.0,5943,3,0,0,0,1,0,0,0,0,2.9444389791664403
1.0,1.0,1.0,3799,11,0,0,1,0,0,0,0,0,2.302585092994046
4.0,1.0,4.0,6995,9,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,27307,8,0,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3511,4,0,0,0,1,0,0,0,0,4.5217885770490405
1.0,0.0,1.0,10139,9,1,0,0,0,0,0,1,0,4.574710978503383
0.0,0.0,1.0,4822,4,0,0,0,0,0,0,1,0,6.068425588244111
1.0,0.0,1.0,4377,12,0,0,1,0,0,0,0,0,2.995732273553991
4.0,1.0,5.0,21233,3,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,14374,5,0,0,0,1,0,0,0,0,2.302585092994046
5.0,1.0,5.0,12373,7,1,0,1,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,10139,9,0,0,0,0,0,0,0,0,2.302585092994046
18.0,0.8332999999999999,34.0,427,11,0,0,0,1,0,0,1,0,4.969813299576001
2.0,0.5,3.0,12373,7,1,0,0,1,0,0,0,0,6.620073206530356
0.0,0.0,1.0,3779,6,0,0,0,1,0,0,0,0,3.912023005428146
1.0,0.0,2.0,14374,5,0,0,0,1,0,0,0,0,5.948034989180646
1.0,1.0,1.0,3046,1,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,1813,4,0,1,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,6537,9,0,0,0,0,0,1,0,1,2.302585092994046
0.0,0.0,1.0,9675,2,0,0,0,0,0,0,1,0,6.688354713946762
0.0,0.0,1.0,3968,8,0,0,0,0,1,0,0,1,5.0106352940962555
2.0,0.5,9.0,9842,6,0,0,0,0,0,0,1,0,3.332204510175204
2.0,1.0,3.0,6532,11,0,0,0,0,0,0,1,0,3.8066624897703196
0.0,0.0,1.0,5090,2,0,0,0,0,0,0,1,0,2.302585092994046
0.0,0.0,1.0,966,3,1,0,0,0,1,0,1,0,2.6390573296152584
0.0,0.0,1.0,9307,5,0,0,0,1,0,0,0,0,2.5649493574615367
2.0,0.5,2.0,7007,12,1,0,0,1,0,0,0,1,3.044522437723423
28.0,0.8571,33.0,3566,3,1,0,0,0,0,1,1,0,3.970291913552122
3.0,1.0,3.0,2761,2,0,0,0,0,1,0,0,0,2.302585092994046
4.0,0.5,4.0,3862,5,0,0,0,1,0,0,0,0,5.327876168789581
0.0,0.0,8.0,1813,4,0,0,0,0,0,0,1,0,4.406719247264253
4.0,0.75,5.0,2967,10,0,0,0,0,1,0,0,0,6.892641641172089
0.0,0.0,2.0,1183,6,0,0,0,1,0,0,0,0,3.295836866004329
2.0,1.0,2.0,8560,11,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,12373,7,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,1291,9,1,0,0,0,0,0,0,1,2.302585092994046
0.0,0.0,2.0,12373,7,0,0,0,0,0,0,1,0,3.091042453358316
0.0,0.0,4.0,7589,8,1,0,0,0,1,0,1,0,5.537334267018537
0.0,0.0,1.0,10575,3,0,0,0,1,0,0,0,0,3.8501476017100584
2.0,1.0,2.0,10705,12,1,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4936,11,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3566,3,0,0,1,0,0,0,0,0,3.5263605246161616
1.0,1.0,1.0,4658,12,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,2514,10,0,0,0,1,0,0,0,0,2.302585092994046
4.0,0.5,6.0,12373,7,1,0,0,1,0,0,0,0,4.23410650459726
5.0,0.8,6.0,3094,5,0,0,0,1,0,0,0,0,4.90527477843843
1.0,0.0,1.0,3799,11,0,0,0,1,0,0,0,0,5.905361848054571
1.0,0.0,1.0,686,12,0,0,0,0,0,0,0,0,3.1354942159291497
1.0,1.0,1.0,3477,1,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,9842,6,0,0,1,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,27307,8,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,3.0,9842,6,0,0,0,0,0,0,1,0,5.616771097666572
12.0,1.0,12.0,12373,7,0,0,0,1,0,0,0,0,2.302585092994046
2.0,0.0,5.0,16459,9,0,0,0,1,0,0,0,0,3.828641396489095
1.0,1.0,1.0,12373,7,0,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,12373,7,0,0,0,1,0,0,1,0,2.302585092994046
1.0,0.0,4.0,10375,3,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,5902,9,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,27307,8,0,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4550,2,0,1,1,0,0,0,1,0,5.030437921392435
1.0,0.0,2.0,12373,7,1,0,1,0,0,0,0,0,5.293304824724492
0.0,0.0,1.0,10681,3,0,0,0,1,0,0,0,0,6.771935555839602
2.0,1.0,2.0,27307,8,1,0,1,0,0,0,0,0,2.302585092994046
8.0,0.625,9.0,3046,1,1,0,0,0,0,1,1,0,4.127134385045092
1.0,1.0,1.0,5546,7,0,0,0,0,0,0,0,0,2.302585092994046
2.0,0.5,5.0,5078,7,0,0,0,0,0,0,1,0,4.653960350157523
21.0,0.8095,24.0,2761,2,1,0,0,0,0,1,1,0,5.655991810819852
1.0,0.0,3.0,12373,7,1,0,0,1,0,0,0,0,3.9512437185814275
2.0,1.0,2.0,4463,2,1,0,1,0,0,0,0,0,2.302585092994046
11.0,0.9091,12.0,12373,7,1,0,0,0,0,1,0,0,4.976733742420574
0.0,0.0,1.0,10139,9,0,0,0,0,0,0,0,0,2.302585092994046
2.0,0.0,2.0,1813,4,0,0,0,1,0,0,0,0,4.634728988229636
1.0,1.0,1.0,12373,7,0,0,0,1,0,0,0,0,2.302585092994046
4.0,0.75,4.0,27307,8,0,0,0,0,0,0,1,0,7.194436851100335
0.0,0.0,1.0,6981,3,0,0,0,1,0,0,0,0,3.332204510175204
1.0,1.0,1.0,7589,8,0,0,0,0,0,1,1,0,2.302585092994046
1.0,1.0,2.0,5902,9,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,4.0,3566,3,0,1,0,1,0,0,1,0,4.564348191467836
0.0,0.0,1.0,3511,4,0,0,0,1,0,0,0,0,2.302585092994046
2.0,0.5,3.0,4815,9,0,0,0,1,0,0,0,0,4.51085950651685
2.0,0.5,2.0,9307,5,0,1,1,0,0,0,1,0,2.302585092994046
1.0,0.0,2.0,4732,7,0,0,0,1,0,0,0,0,2.5649493574615367
1.0,1.0,1.0,3968,8,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,3968,8,0,0,0,0,0,0,0,0,6.202535517187923
1.0,1.0,2.0,12373,7,1,0,0,0,1,0,0,0,2.302585092994046
2.0,1.0,2.0,2338,3,0,0,0,1,0,0,0,0,2.302585092994046
4.0,0.75,6.0,2761,2,1,0,0,0,1,0,1,0,4.406719247264253
1.0,1.0,1.0,8320,1,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,9243,4,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,3566,3,0,0,0,0,0,1,1,0,2.302585092994046
2.0,1.0,2.0,3477,1,0,0,0,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,4936,11,1,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3372,9,0,1,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,12465,5,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3779,6,1,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4936,11,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,884,2,0,0,0,1,0,0,1,0,4.143134726391533
1.0,1.0,1.0,7954,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,9243,4,0,1,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,2761,2,0,1,0,0,0,0,1,0,4.30406509320417
1.0,1.0,1.0,21233,3,0,1,0,1,0,0,0,0,2.302585092994046
26.0,0.8462000000000001,30.0,12373,7,0,0,0,1,0,0,0,0,6.282266746896006
1.0,1.0,1.0,6335,11,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,2.0,12373,7,0,0,1,0,0,0,0,0,2.9444389791664403
9.0,1.0,9.0,427,11,0,0,0,1,0,0,0,0,2.302585092994046
5.0,1.0,6.0,12373,7,0,0,0,1,0,0,0,0,4.812184355372417
0.0,0.0,1.0,6537,9,0,0,0,0,0,0,0,0,2.4849066497880004
0.0,0.0,3.0,6335,11,0,0,0,0,0,0,0,0,3.1780538303479458
2.0,1.0,2.0,7954,10,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,6537,9,0,0,0,0,0,0,1,0,4.844187086458591
10.0,0.8,10.0,5943,3,1,0,1,0,0,0,1,0,4.955827057601261
1.0,0.0,1.0,4010,10,0,1,0,1,0,0,0,0,4.189654742026425
1.0,0.0,1.0,7954,10,0,0,1,0,0,0,0,0,3.332204510175204
1.0,1.0,1.0,9243,4,1,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,11303,1,0,0,0,0,1,0,0,0,2.302585092994046
3.0,1.0,4.0,5546,7,0,0,0,1,0,0,0,0,5.407171771460119
2.0,1.0,2.0,21233,3,0,0,0,0,0,1,0,1,2.302585092994046
1.0,1.0,1.0,3477,1,0,0,0,0,0,0,0,0,2.302585092994046
13.0,0.8462000000000001,18.0,5078,7,0,0,1,0,0,0,1,0,3.784189633918261
0.0,0.0,1.0,5902,9,0,1,0,1,0,0,0,0,5.099866427824199
0.0,0.0,1.0,15966,6,1,0,0,1,0,0,0,0,6.78332520060396
2.0,1.0,2.0,10139,9,0,0,1,0,0,0,0,1,2.302585092994046
3.0,1.0,3.0,3903,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,1333,10,1,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,9243,4,0,0,0,1,0,0,0,0,2.302585092994046
5.0,0.6,5.0,4010,10,1,0,0,1,0,0,0,0,5.293304824724492
0.0,0.0,1.0,1333,10,0,0,0,0,0,0,1,0,2.302585092994046
